epoch,train_loss,val_loss,train_acc,val_acc,train_f1,val_f1
43,0.9616278390804057,0.9914608597755432,0.5084245266631926,0.48333333333333334,0.49794328737026516,0.46487631161046256
44,0.954369290651123,0.9999712705612183,0.5054715997915581,0.4847222222222222,0.48359916307251066,0.46048513603947344
45,0.9495037401614969,0.9995354413986206,0.5122459614382491,0.49027777777777776,0.49523765938262887,0.4614129967508216
46,0.9465340006490207,0.9964954853057861,0.5070349140177176,0.4930555555555556,0.4781028942659269,0.46595420034063845
47,0.9429131924370956,0.9966376423835754,0.5073823171790863,0.48055555555555557,0.4884278813923419,0.4736170891120676
48,0.9512452330671294,0.9960913062095642,0.4986972381448671,0.4777777777777778,0.49532532537609514,0.4623819614868497
49,0.9662449597194208,0.9875655174255371,0.4898384575299635,0.48333333333333334,0.48107701955242677,0.4740861717134366
50,0.9587698622525971,1.0042176246643066,0.5113774535348272,0.4847222222222222,0.4834156646751954,0.43567860824834653
51,0.9612490804385493,0.9901796579360962,0.5141566788257773,0.4791666666666667,0.4838072216027786,0.4416977142574609
52,0.9515816305212538,0.9935787320137024,0.5096404377279833,0.4888888888888889,0.45994419025223815,0.42790817884267934
53,0.9627350589892342,0.9891780018806458,0.5035608824040299,0.48194444444444445,0.4378669259383514,0.423156016634697
54,0.9623981008870084,0.9877824783325195,0.5044293903074518,0.4777777777777778,0.4563148922309821,0.43436220528547426
55,0.950327248297488,0.9905825853347778,0.5023449713392392,0.475,0.47346938922944554,0.4453349236800947
56,0.9466748505970536,1.005947470664978,0.5127670661803022,0.4777777777777778,0.4858227807401058,0.4274312902628785
57,0.9479665249115025,0.9951421618461609,0.49973944762897343,0.48055555555555557,0.47397935797908275,0.4678198573008967
58,0.9542396717939564,0.9808133840560913,0.49365989230502,0.48194444444444445,0.49253798668368737,0.4764680108700923
59,0.9504133626489936,0.9826465845108032,0.5056453013722425,0.4861111111111111,0.49043922546315555,0.44063107791594947
60,0.947576919259639,0.9760342240333557,0.5205836373110996,0.5097222222222222,0.4806817641897589,0.4688853016460213
61,0.9448716860172006,0.9759441018104553,0.5023449713392392,0.49027777777777776,0.46855123228085976,0.4912014934570437
62,0.9588107539482242,0.9803219437599182,0.5089456314052457,0.49722222222222223,0.5047849076285141,0.49536906542486986
63,0.9384631988321801,0.9805116057395935,0.5259683863123155,0.49027777777777776,0.5009656418095855,0.45472653506077876
64,0.9451757819055786,0.9731411933898926,0.5211047420531527,0.5055555555555555,0.4788090759105252,0.49088254499955913
65,0.9500958945822836,0.9706078171730042,0.5188466215042556,0.4930555555555556,0.5084693415079095,0.49399815549941856
66,0.9401437828932989,0.9680367708206177,0.5169359041167274,0.49583333333333335,0.5127899126462261,0.4947333098024493
67,0.9381897548472113,0.974279522895813,0.5261420878929999,0.5194444444444445,0.5206515040974223,0.5127012014191773
68,0.9497629143782989,0.9768449068069458,0.5148514851485149,0.5263888888888889,0.4881206943756724,0.4956871628924642
69,0.9392457484205046,0.9751198887825012,0.5197151294076776,0.5069444444444444,0.5141158833359329,0.5012944997917367
70,0.9298269812257749,0.9797951579093933,0.533437554281744,0.5,0.5299497281230945,0.48196583884979666
71,0.9342398445743311,0.9795618057250977,0.5254472815702623,0.5083333333333333,0.5056761575701311,0.49116730901219574
72,0.9437682485547313,0.9803448915481567,0.525794684731631,0.5041666666666667,0.5118231784663457,0.48979940017599627
73,0.948508808435573,0.9880398511886597,0.5023449713392392,0.5,0.4962516262881678,0.4933766668655723
74,0.9324693959248403,0.994515061378479,0.5181518151815182,0.5166666666666667,0.5137309655857506,0.4996144161291792
75,0.940231273701068,0.9801458716392517,0.5237102657634184,0.5194444444444445,0.503620035462678,0.49564660689203976
76,0.9386252341677129,0.9815309047698975,0.5226680562793121,0.5041666666666667,0.49880190436976285,0.49208586240976276
77,0.9391760423155694,0.9787636399269104,0.5231891610213653,0.49027777777777776,0.5120080431866604,0.48753563651873305
78,0.9324485897831521,0.9864163398742676,0.5277054021191593,0.5069444444444444,0.5192770802263453,0.47727435358650205
79,0.9344919352082509,0.9709615111351013,0.522146951537259,0.49027777777777776,0.5092821484350699,0.49387229014898
80,0.9404359895963107,0.9790961146354675,0.5219732499565746,0.4986111111111111,0.5233296410255988,0.5026621989247249
81,0.9371557626766485,0.9751119017601013,0.5216258467952058,0.5111111111111111,0.500113229194188,0.5092149316989639
82,0.9470828873779452,0.9759715795516968,0.5233628626020497,0.4986111111111111,0.5155079210751329,0.4893147231542801
83,0.939986769588163,0.9716404676437378,0.5304846274101094,0.49027777777777776,0.5130704475546383,0.48692699490662134
84,0.9389907907275912,0.9821852445602417,0.5207573388917839,0.5013888888888889,0.5208562692619148,0.4960859812896575
85,0.9297886708347214,0.9704104065895081,0.5301372242487407,0.5180555555555556,0.5184636089803494,0.4998947004925849
86,0.9384241149888097,0.9751116037368774,0.5118985582768804,0.49583333333333335,0.48462405626609845,0.4908179284081345
87,0.9441950296970505,0.975733757019043,0.5211047420531527,0.5069444444444444,0.5209028024468648,0.5092763492203478
88,0.9431427887004967,0.9804726839065552,0.5249261768282092,0.5041666666666667,0.5207612748498577,0.49392072292521183
89,0.9349325880504056,0.9907944798469543,0.5207573388917839,0.5166666666666667,0.511088947974452,0.4962417828864048
90,0.9381876999726825,0.9712228775024414,0.513114469341671,0.5,0.5086659628848136,0.499092039660394
91,0.9353416476871729,0.9780610203742981,0.5171096056974118,0.5194444444444445,0.5087171953561939,0.5042122412845281
92,0.935846072674543,0.9763514399528503,0.5200625325690463,0.5069444444444444,0.49788987491919784,0.49700235421078504
93,0.9428491306963409,0.9763811230659485,0.51624109779399,0.5152777777777777,0.5105915563803619,0.5087820857175184
94,0.941746374799577,0.9756100177764893,0.5211047420531527,0.49444444444444446,0.507982885040167,0.4918450632736347
95,0.9435950946182514,0.9682380557060242,0.5233628626020497,0.4930555555555556,0.520468672874845,0.4956590880956417
96,0.9236806308993329,0.977983832359314,0.5362167795726941,0.5083333333333333,0.5239368473368442,0.5092314580699536
97,0.9472170345833344,0.9696670770645142,0.5160673962133056,0.49583333333333335,0.5104468421366939,0.49247804518949706
